实体1,实体2,关系
在具有相同方差的所有可能的概率分布中，正态分布的熵最大（即不确定性最大）；熵大带来的信息量多,熵,answer2feature
在具有相同方差的所有可能的概率分布中，正态分布的熵最大（即不确定性最大）；熵大带来的信息量多,信息量,answer2feature
典型的一维正态分布的概率密度函数为:,正态分布,answer2feature
期望为u，方差为2γ^2,期望,answer2feature
拉普拉斯分布比高斯分布更加尖锐和狭窄，在正则化中通常会利用该性质,拉普拉斯,answer2feature
假设已知事件在单位时间（或者单位面积）内发生的平均次数为λ，则泊松分布描述了：事件在单位时间（或者单位面积）内发生的具体次数为k的概率。,泊松,answer2feature
期望：λ，方差为：λ,期望,answer2feature
"p(|xu|>k∂)<=1/(k^2),满足k>0,u为期望,∂为标准差",期望,answer2feature
绝大多数数据都应该在均值附近,均值,answer2feature
有放回的抽取，抽取m个排成一列，求不同排列总数：![](https://tva1.sinaimg.cn/large/006y8mN6gy1g920jcfb42j300n00d0s5.jpg),有放回,answer2feature
有放回的抽取，抽取m个排成一列，求不同排列总数：![](https://tva1.sinaimg.cn/large/006y8mN6gy1g920jcfb42j300n00d0s5.jpg),抽取,answer2feature
有放回的抽取，抽取m个排成一列，求不同排列总数：![](https://tva1.sinaimg.cn/large/006y8mN6gy1g920jcfb42j300n00d0s5.jpg),抽取,answer2feature
无放回的抽取，抽取m个排成一列，求不同排列总数:![](https://tva1.sinaimg.cn/large/006y8mN6gy1g920kqhlhbj301w015we9.jpg),无放回,answer2feature
无放回的抽取，抽取m个排成一列，求不同排列总数:![](https://tva1.sinaimg.cn/large/006y8mN6gy1g920kqhlhbj301w015we9.jpg),抽取,answer2feature
无放回的抽取，抽取m个排成一列，求不同排列总数:![](https://tva1.sinaimg.cn/large/006y8mN6gy1g920kqhlhbj301w015we9.jpg),抽取,answer2feature
均匀分布：,均匀分布,answer2feature
问题：抽蓝球红球，蓝结束红放回继续，平均结束游戏抽取次数,放回,answer2feature
问题：抽蓝球红球，蓝结束红放回继续，平均结束游戏抽取次数,抽取,answer2feature
假设设抽到蓝球的概率为p，设抽到红球的概率为q，那么抽取到的次数为：1·p+2p·q+...+np·q^(n1),抽取,answer2feature
定义：f(x)在x0处的邻域内有n+1阶的导数，在x0的邻域内的任x，x和x0之间至少存在一个ζ，使得,导数,answer2feature
1范数：各列绝对值和的最大值,范数,answer2feature
1范数：各列绝对值和的最大值,最大值,answer2feature
"2范数：![](https://tva1.sinaimg.cn/large/006y8mN6gy1g91zwforqmj302i00n0si.jpg),矩阵$A^TA$的最大特征值开平方根",范数,answer2feature
"2范数：![](https://tva1.sinaimg.cn/large/006y8mN6gy1g91zwforqmj302i00n0si.jpg),矩阵$A^TA$的最大特征值开平方根",特征值,answer2feature
特征值分解可以得到特征值与特征向量,特征值,answer2feature
特征值分解可以得到特征值与特征向量,分解,answer2feature
特征值分解可以得到特征值与特征向量,特征值,answer2feature
特征值表示的是这个特征到底有多重要，而特征向量表示这个特征是什么,特征值,answer2feature
特征值表示的是这个特征到底有多重要，而特征向量表示这个特征是什么,特征,answer2feature
特征值表示的是这个特征到底有多重要，而特征向量表示这个特征是什么,特征,answer2feature
"矩阵A的特征值与其特征向量![](https://tva1.sinaimg.cn/large/006y8mN6gy1g91zxnzwesj300h00h0rz.jpg),特征值![](https://tva1.sinaimg.cn/large/006y8mN6gy1g91zy0ybcpj300a00c0pd.jpg)满足：",特征值,answer2feature
"矩阵A的特征值与其特征向量![](https://tva1.sinaimg.cn/large/006y8mN6gy1g91zxnzwesj300h00h0rz.jpg),特征值![](https://tva1.sinaimg.cn/large/006y8mN6gy1g91zy0ybcpj300a00c0pd.jpg)满足：",特征值,answer2feature
其中，Q为特征向量组成的矩阵，∑为特征值由大到小组成的矩阵,特征值,answer2feature
矩阵的特征值大于等于0，半正定,特征值,answer2feature
矩阵的特征值大于0，正定,特征值,answer2feature
Hessian矩阵正定性在梯度下降的应用,梯度,answer2feature
"若Hessian正定,则函数的二阶偏导恒大于0，,函数的变化率处于递增状态，判断是否有局部最优解",函数,answer2feature
"若Hessian正定,则函数的二阶偏导恒大于0，,函数的变化率处于递增状态，判断是否有局部最优解",偏导恒,answer2feature
"若Hessian正定,则函数的二阶偏导恒大于0，,函数的变化率处于递增状态，判断是否有局部最优解",函数,answer2feature
在svm中核函数构造的基本假设,svm,answer2feature
在svm中核函数构造的基本假设,核,answer2feature
在svm中核函数构造的基本假设,函数,answer2feature
数据需要服从正态分布,正态分布,answer2feature
基于正态分布的离群点检测方法,正态分布,answer2feature
多元高斯分布检测：,多元,answer2feature
假设n维的数据集合![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8m9e4sjkoj303000it8l.jpg)，可以计算n维的均值向量![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8m9ewbb1cj304b00igli.jpg),均值,answer2feature
假设n维的数据集合![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8m9e4sjkoj303000it8l.jpg)，可以计算n维的均值向量![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8m9ewbb1cj304b00igli.jpg),向量,answer2feature
假设![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8m9kw2qf3j300900awec.jpg)是均值向量，其中S是协方差矩阵。,均值,answer2feature
假设![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8m9kw2qf3j300900awec.jpg)是均值向量，其中S是协方差矩阵。,向量,answer2feature
![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8m9rdqiqjj300g00h0sl.jpg)统计检验,统计,answer2feature
"![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8m9sgjwk1j300d00awec.jpg)是a在第i维上的取值,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8m9sljfhpj300g00e0sl.jpg)是所有对象在第i维的均值，n是维度",均值,answer2feature
"![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8m9sgjwk1j300d00awec.jpg)是a在第i维上的取值,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8m9sljfhpj300g00e0sl.jpg)是所有对象在第i维的均值，n是维度",维度,answer2feature
去除均值后的协方差矩阵对应的特征值和特征向量，按照特征值排序，topN个特征向量组成新的低维空间,均值,answer2feature
去除均值后的协方差矩阵对应的特征值和特征向量，按照特征值排序，topN个特征向量组成新的低维空间,特征值,answer2feature
去除均值后的协方差矩阵对应的特征值和特征向量，按照特征值排序，topN个特征向量组成新的低维空间,特征值,answer2feature
去除均值后的协方差矩阵对应的特征值和特征向量，按照特征值排序，topN个特征向量组成新的低维空间,排序,answer2feature
核心：在于组合原始的特征，使得新的原始数据在新的低维度空间中的方差更大，特征更有区分力,特征,answer2feature
核心：在于组合原始的特征，使得新的原始数据在新的低维度空间中的方差更大，特征更有区分力,原始数据,answer2feature
核心：在于组合原始的特征，使得新的原始数据在新的低维度空间中的方差更大，特征更有区分力,维度,answer2feature
核心：在于组合原始的特征，使得新的原始数据在新的低维度空间中的方差更大，特征更有区分力,空间,answer2feature
核心：在于组合原始的特征，使得新的原始数据在新的低维度空间中的方差更大，特征更有区分力,特征,answer2feature
问题是没有做到剔除，只是对空间上的表现进行了优化，尽可能的压缩异常点在新空间中作用,空间,answer2feature
问题是没有做到剔除，只是对空间上的表现进行了优化，尽可能的压缩异常点在新空间中作用,优化,answer2feature
问题是没有做到剔除，只是对空间上的表现进行了优化，尽可能的压缩异常点在新空间中作用,压缩,answer2feature
问题是没有做到剔除，只是对空间上的表现进行了优化，尽可能的压缩异常点在新空间中作用,空间,answer2feature
假设dataMat是一个p维的数据集合，有N个样本，它的协方差矩阵是X。那么协方差矩阵就通过奇异值分解写成：![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8man1o3trj302h00hmx1.jpg),分解,answer2feature
"其中P是一个(p,p)维的正交矩阵，它的每一列都是X的特征向量。D是一个(p,p)维的对角矩阵，包含了特征值![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8manhjc7qj301n00ga9x.jpg)。",特征值,answer2feature
最后还需要拉回原空间：![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8mb1hmrmnj306w00i747.jpg),空间,answer2feature
特征向量所对应的特征值反映了这批数据在这个方向上的拉伸程度,特征值,answer2feature
特征向量所对应的特征值反映了这批数据在这个方向上的拉伸程度,反映,answer2feature
两个矩阵相乘的意义是将右边矩阵中的每一列列向量变换到左边矩阵中每一行行向量为基所表示的空间中去。,向量,answer2feature
两个矩阵相乘的意义是将右边矩阵中的每一列列向量变换到左边矩阵中每一行行向量为基所表示的空间中去。,空间,answer2feature
矩阵点乘向量的意义是将右边的向量变换到左边矩阵中每一行行向量为基所表示的空间中去。,向量,answer2feature
矩阵点乘向量的意义是将右边的向量变换到左边矩阵中每一行行向量为基所表示的空间中去。,向量,answer2feature
矩阵点乘向量的意义是将右边的向量变换到左边矩阵中每一行行向量为基所表示的空间中去。,空间,answer2feature
定义密度为到k个最近邻的平均距离的倒数。如果该距离小，则密度高，反之亦然。另一种密度定义是使用DBSCAN聚类算法使用的密度定义，即一个对象周围的密度等于该对象指定距离d内对象的个数。,DBSCAN,answer2feature
定义密度为到k个最近邻的平均距离的倒数。如果该距离小，则密度高，反之亦然。另一种密度定义是使用DBSCAN聚类算法使用的密度定义，即一个对象周围的密度等于该对象指定距离d内对象的个数。,聚类,answer2feature
经验1：每棵树的最大深度limitlength=ceiling(log2(样本大小)),深度,answer2feature
经验1：每棵树的最大深度limitlength=ceiling(log2(样本大小)),ceiling,answer2feature
经验1：每棵树的最大深度limitlength=ceiling(log2(样本大小)),log2,answer2feature
经验2：树的个数在256棵以下,树,answer2feature
需要人为选择阈值,阈值,answer2feature
一个对象是基于聚类的离群点，如果该对象不强属于任何簇，那么该对象属于离群点。,聚类,answer2feature
缺点也就是聚类的缺点，包括初始点对结果的影响，数据是否保持凸型对结果对影响，簇的个数的选择,聚类,answer2feature
平均值修正：可用前后两个观测值的平均值修正该异常值；,平均值,answer2feature
平均值修正：可用前后两个观测值的平均值修正该异常值；,平均值,answer2feature
生成列新特征：category异常,特征,answer2feature
不处理：直接在具有异常值的数据集上进行数据挖掘；,数据挖掘,answer2feature
"下采样：克服高维特征以及大量数据导致的问题,有助于降低成本,缩短时间甚至提升效果",下采样,answer2feature
"下采样：克服高维特征以及大量数据导致的问题,有助于降低成本,缩短时间甚至提升效果",高维,answer2feature
"下采样：克服高维特征以及大量数据导致的问题,有助于降低成本,缩短时间甚至提升效果",特征,answer2feature
上采样：均衡正负样本的数据，避免数据不平衡导致分类器对正负样本的有偏训练,上采样,answer2feature
上采样：均衡正负样本的数据，避免数据不平衡导致分类器对正负样本的有偏训练,平衡,answer2feature
上采样：均衡正负样本的数据，避免数据不平衡导致分类器对正负样本的有偏训练,训练,answer2feature
比如99%为正样本，1%为负样本，如果分类器把所以样本预测为正样本则准确率高达99%，显然不符合实际情况,预测,answer2feature
采样前后会对原始数据的分布进行改变，可能导致泛化能力大大下降,原始数据,answer2feature
采样前后会对原始数据的分布进行改变，可能导致泛化能力大大下降,泛化能力,answer2feature
采样有一定概率会造成过拟合，当原始数据过少而采样量又很大当时候，造成大量数据被重复，造成模型训练的结果有一定的过拟合,过拟合,answer2feature
采样有一定概率会造成过拟合，当原始数据过少而采样量又很大当时候，造成大量数据被重复，造成模型训练的结果有一定的过拟合,原始数据,answer2feature
采样有一定概率会造成过拟合，当原始数据过少而采样量又很大当时候，造成大量数据被重复，造成模型训练的结果有一定的过拟合,训练,answer2feature
采样有一定概率会造成过拟合，当原始数据过少而采样量又很大当时候，造成大量数据被重复，造成模型训练的结果有一定的过拟合,过拟合,answer2feature
无放回的简单抽样：每条样本被采到的概率相等且都为1/N,无放回,answer2feature
无放回的简单抽样：每条样本被采到的概率相等且都为1/N,抽样,answer2feature
有放回的简单抽样：每条样本可能多次被选中,有放回,answer2feature
有放回的简单抽样：每条样本可能多次被选中,抽样,answer2feature
上采样：即合理地增加少数类的样本,上采样,answer2feature
下采样：欠抽样技术是将数据从原始数据集中移除,下采样,answer2feature
下采样：欠抽样技术是将数据从原始数据集中移除,抽样,answer2feature
下采样：欠抽样技术是将数据从原始数据集中移除,原始数据,answer2feature
平衡采样：考虑正负样本比,平衡,answer2feature
分层采样：通过某一些feature对数据进行切分，按照切分后的占比分别进行采样,feature,answer2feature
"整体采样：先将数据集T中的数据分组成G个互斥的簇,然后再从G个簇中简单随机采样s个簇作为样本集",互斥,answer2feature
"相对于采样随机的方法进行上采样,还有两种比较流行的上采样的改进方式：",上采样,answer2feature
"相对于采样随机的方法进行上采样,还有两种比较流行的上采样的改进方式：",上采样,answer2feature
ADASYN,ADASYN,answer2feature
平衡欠采样,平衡,answer2feature
EasyEnsemble，利用模型融合的方法（Ensemble）,EasyEnsemble,answer2feature
EasyEnsemble，利用模型融合的方法（Ensemble）,融合,answer2feature
EasyEnsemble，利用模型融合的方法（Ensemble）,Ensemble,answer2feature
少样本不变，多样本拆分成N份，分别组合进行模型训练后进行模型融合,训练,answer2feature
少样本不变，多样本拆分成N份，分别组合进行模型训练后进行模型融合,融合,answer2feature
BalanceCascade，利用模型融合的方法（Boost）,BalanceCascade,answer2feature
BalanceCascade，利用模型融合的方法（Boost）,融合,answer2feature
BalanceCascade，利用模型融合的方法（Boost）,Boost,answer2feature
每次剔除预测正确的多数样本，加入新的未预测的多数样本,预测,answer2feature
每次剔除预测正确的多数样本，加入新的未预测的多数样本,预测,answer2feature
NearMiss,NearMiss,answer2feature
选择离各种情况下的少数样本位置最远的多数样本进行训练,训练,answer2feature
可以通过修改模型训练中的loss权重，比如罗辑回归中进行case_weight的调整，adaboost中对样本错分权重的改变等等。,训练,answer2feature
可以通过修改模型训练中的loss权重，比如罗辑回归中进行case_weight的调整，adaboost中对样本错分权重的改变等等。,回归,answer2feature
可以通过修改模型训练中的loss权重，比如罗辑回归中进行case_weight的调整，adaboost中对样本错分权重的改变等等。,adaboost,answer2feature
通常我们引入的特征不仅仅是连续变量，在分类变量上合成采样表现并不优秀,特征,answer2feature
通常我们引入的特征不仅仅是连续变量，在分类变量上合成采样表现并不优秀,分类,answer2feature
合成采样往往无法与后序模型进行结合使用，比如随机采样可以引入模型交叉，比如平衡欠采样可以引入模型融合,平衡,answer2feature
合成采样往往无法与后序模型进行结合使用，比如随机采样可以引入模型交叉，比如平衡欠采样可以引入模型融合,融合,answer2feature
避免异常点：比如对连续变量进行份桶离散化,离散,answer2feature
可解释性或者需要连续输出：比如评分卡模型中的iv+woe,输出,answer2feature
使得原始数据的信息量更大：比如log/sqrt变换,原始数据,answer2feature
使得原始数据的信息量更大：比如log/sqrt变换,信息量,answer2feature
缩放仅仅跟最大、最小值的差别有关，只是一个去量纲的过程,差别,answer2feature
标准化(zscore),标准化,answer2feature
缩放和所有点都相关，数据相对分布不会改变，集中的数据标准化后依旧集中,标准化,answer2feature
更快的收敛,收敛,answer2feature
异常点角度：特征数据上下限明显异常的时候使用标准化方法，简单归一化会造成数据差异模糊，整体方差下降,特征,answer2feature
异常点角度：特征数据上下限明显异常的时候使用标准化方法，简单归一化会造成数据差异模糊，整体方差下降,标准化,answer2feature
分布角度：使用标准化之前，要求数据需要近似满足高斯分布，不然会改变数据的分布，尤其是对数据分布有强假设的情况下,标准化,answer2feature
上线变动角度：归一化在上线的时候需要考虑上下约束届是否需要变动，标准化则不需要考虑变动,标准化,answer2feature
值域范围角度：归一化对数据范围约定较为固定，而标准化的输出上下届则不定,标准化,answer2feature
值域范围角度：归一化对数据范围约定较为固定，而标准化的输出上下届则不定,输出,answer2feature
模型角度：一般涉及距离计算，协方差计算，数据满足高斯分布的情况下用标准化，其他归一化或其他变换,标准化,answer2feature
knn：计算距离，不去量冈则结果受值域范围影响大,knn,answer2feature
neuralnetwork：梯度异常问题+激活函数问题,梯度,answer2feature
neuralnetwork：梯度异常问题+激活函数问题,激活函数,answer2feature
截断,截断,answer2feature
"连续型的数值进行截断或者对长尾数据进行对数后截断(保留重要信息的前提下对特征进行截断,截断后的特征也可以看作是类别特征)",截断,answer2feature
"连续型的数值进行截断或者对长尾数据进行对数后截断(保留重要信息的前提下对特征进行截断,截断后的特征也可以看作是类别特征)",截断,answer2feature
"连续型的数值进行截断或者对长尾数据进行对数后截断(保留重要信息的前提下对特征进行截断,截断后的特征也可以看作是类别特征)",特征,answer2feature
"连续型的数值进行截断或者对长尾数据进行对数后截断(保留重要信息的前提下对特征进行截断,截断后的特征也可以看作是类别特征)",截断,answer2feature
"连续型的数值进行截断或者对长尾数据进行对数后截断(保留重要信息的前提下对特征进行截断,截断后的特征也可以看作是类别特征)",截断,answer2feature
"连续型的数值进行截断或者对长尾数据进行对数后截断(保留重要信息的前提下对特征进行截断,截断后的特征也可以看作是类别特征)",特征,answer2feature
"连续型的数值进行截断或者对长尾数据进行对数后截断(保留重要信息的前提下对特征进行截断,截断后的特征也可以看作是类别特征)",特征,answer2feature
参考异常点里面的outlier识别，以最大值填充或者以None,最大值,answer2feature
数据分布过于不平衡,平衡,answer2feature
分桶,分桶,answer2feature
离散化,离散,answer2feature
zscore标准化,标准化,answer2feature
范数归一化:![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8mf5xdj2sj3031011jr6.jpg),范数,answer2feature
L1范数,L1,answer2feature
L1范数,范数,answer2feature
L2范数,L2,answer2feature
L2范数,范数,answer2feature
平方根缩放,平方根,answer2feature
它将大端长尾压缩为短尾，并将小端进行延伸,压缩,answer2feature
可以把类似较差的特征线性化，比如x1x2/y，log变换后变成了log(x1)+log(x2)log(y),较差,answer2feature
可以把类似较差的特征线性化，比如x1x2/y，log变换后变成了log(x1)+log(x2)log(y),特征,answer2feature
通过因变量的变换，使得变换后的y(λ)与自变量具有线性依托关系。因此，BoxCox变换是通过参数的适当选择，达到对原来数据的“综合治理”，使其满足一个线性模型条件,因变量,answer2feature
通过因变量的变换，使得变换后的y(λ)与自变量具有线性依托关系。因此，BoxCox变换是通过参数的适当选择，达到对原来数据的“综合治理”，使其满足一个线性模型条件,自变量,answer2feature
通过因变量的变换，使得变换后的y(λ)与自变量具有线性依托关系。因此，BoxCox变换是通过参数的适当选择，达到对原来数据的“综合治理”，使其满足一个线性模型条件,参数,answer2feature
特征交叉,特征,answer2feature
人为分段交叉,分段,answer2feature
提升模型的拟合能力，使基向量更有表示能力。比如，本来是在二维空间解释一个点的意义，现在升维到三维后解释,拟合,answer2feature
提升模型的拟合能力，使基向量更有表示能力。比如，本来是在二维空间解释一个点的意义，现在升维到三维后解释,向量,answer2feature
离散变量的交并补,离散,answer2feature
连续变量的点积，attention类似,点积,answer2feature
连续变量的点积，attention类似,attention,answer2feature
交叉中需要并行特征筛选的步骤,特征,answer2feature
交叉中需要并行特征筛选的步骤,筛选,answer2feature
FM/FFM中的矩阵点积,FM,answer2feature
FM/FFM中的矩阵点积,FFM,answer2feature
FM/FFM中的矩阵点积,点积,answer2feature
NeuralNetwork里面的dense,dense,answer2feature
通过树或者类似的特征组合模型去做最低熵的特征选择,树,answer2feature
通过树或者类似的特征组合模型去做最低熵的特征选择,特征,answer2feature
通过树或者类似的特征组合模型去做最低熵的特征选择,熵,answer2feature
通过树或者类似的特征组合模型去做最低熵的特征选择,特征选择,answer2feature
非线性编码,非线性,answer2feature
核向量进行升维,核,answer2feature
核向量进行升维,向量,answer2feature
树模型的叶子结点的stack,树,answer2feature
谱聚类/pca/svd等信息抽取编码,聚类,answer2feature
谱聚类/pca/svd等信息抽取编码,pca,answer2feature
谱聚类/pca/svd等信息抽取编码,svd,answer2feature
谱聚类/pca/svd等信息抽取编码,抽取,answer2feature
lda/EM等分布拟合表示,lda,answer2feature
lda/EM等分布拟合表示,EM,answer2feature
lda/EM等分布拟合表示,拟合,answer2feature
计数编码,计数,answer2feature
"将类别特征用其对应的计数来代替,这对线性和非线性模型都有效",特征,answer2feature
"将类别特征用其对应的计数来代替,这对线性和非线性模型都有效",计数,answer2feature
"将类别特征用其对应的计数来代替,这对线性和非线性模型都有效",非线性,answer2feature
"对异常值比较敏感,特征取值有可能冲突",特征,answer2feature
计数排名编码,计数,answer2feature
Embedding,Embedding,answer2feature
"对于基数(类别变量所有可能不同取值的个数)很大的离散特征，简单模型任意欠拟合,而复杂模型任意过拟合;对于独热编码,得到的特征矩阵太稀疏.对于高基数类别变量,有效方式是基于目标变量对类别特征进行编码,即有监督的编码方式,适用于分类和回归问题",离散,answer2feature
"对于基数(类别变量所有可能不同取值的个数)很大的离散特征，简单模型任意欠拟合,而复杂模型任意过拟合;对于独热编码,得到的特征矩阵太稀疏.对于高基数类别变量,有效方式是基于目标变量对类别特征进行编码,即有监督的编码方式,适用于分类和回归问题",特征,answer2feature
"对于基数(类别变量所有可能不同取值的个数)很大的离散特征，简单模型任意欠拟合,而复杂模型任意过拟合;对于独热编码,得到的特征矩阵太稀疏.对于高基数类别变量,有效方式是基于目标变量对类别特征进行编码,即有监督的编码方式,适用于分类和回归问题",欠拟合,answer2feature
"对于基数(类别变量所有可能不同取值的个数)很大的离散特征，简单模型任意欠拟合,而复杂模型任意过拟合;对于独热编码,得到的特征矩阵太稀疏.对于高基数类别变量,有效方式是基于目标变量对类别特征进行编码,即有监督的编码方式,适用于分类和回归问题",过拟合,answer2feature
"对于基数(类别变量所有可能不同取值的个数)很大的离散特征，简单模型任意欠拟合,而复杂模型任意过拟合;对于独热编码,得到的特征矩阵太稀疏.对于高基数类别变量,有效方式是基于目标变量对类别特征进行编码,即有监督的编码方式,适用于分类和回归问题",特征,answer2feature
"对于基数(类别变量所有可能不同取值的个数)很大的离散特征，简单模型任意欠拟合,而复杂模型任意过拟合;对于独热编码,得到的特征矩阵太稀疏.对于高基数类别变量,有效方式是基于目标变量对类别特征进行编码,即有监督的编码方式,适用于分类和回归问题",稀疏,answer2feature
"对于基数(类别变量所有可能不同取值的个数)很大的离散特征，简单模型任意欠拟合,而复杂模型任意过拟合;对于独热编码,得到的特征矩阵太稀疏.对于高基数类别变量,有效方式是基于目标变量对类别特征进行编码,即有监督的编码方式,适用于分类和回归问题",目标,answer2feature
"对于基数(类别变量所有可能不同取值的个数)很大的离散特征，简单模型任意欠拟合,而复杂模型任意过拟合;对于独热编码,得到的特征矩阵太稀疏.对于高基数类别变量,有效方式是基于目标变量对类别特征进行编码,即有监督的编码方式,适用于分类和回归问题",特征,answer2feature
"对于基数(类别变量所有可能不同取值的个数)很大的离散特征，简单模型任意欠拟合,而复杂模型任意过拟合;对于独热编码,得到的特征矩阵太稀疏.对于高基数类别变量,有效方式是基于目标变量对类别特征进行编码,即有监督的编码方式,适用于分类和回归问题",分类,answer2feature
"对于基数(类别变量所有可能不同取值的个数)很大的离散特征，简单模型任意欠拟合,而复杂模型任意过拟合;对于独热编码,得到的特征矩阵太稀疏.对于高基数类别变量,有效方式是基于目标变量对类别特征进行编码,即有监督的编码方式,适用于分类和回归问题",回归,answer2feature
类别特征之间交叉组合,特征,answer2feature
类别特征和数值特征之间交叉组合,特征,answer2feature
类别特征和数值特征之间交叉组合,特征,answer2feature
均值、中位数、标准差、最大值和最小值,均值,answer2feature
均值、中位数、标准差、最大值和最小值,中位数,answer2feature
均值、中位数、标准差、最大值和最小值,最大值,answer2feature
分位数、方差、vif值、分段冲量,分段,answer2feature
预处理手段有哪些？,预处理,answer2feature
分词,分词,answer2feature
LDA,LDA,answer2feature
词干提取,词干,answer2feature
文档特征,特征,answer2feature
文本向量化,向量,answer2feature
word2vec,word2vec,answer2feature
glove,glove,answer2feature
bert,bert,answer2feature
文本相似性,相似性,answer2feature
分词过程中会考虑哪些方面？,分词,answer2feature
词性标注,词性,answer2feature
词形还原和词干提取,词形,answer2feature
词形还原和词干提取,词干,answer2feature
词形还原为了通用性特征的提取,词形,answer2feature
词形还原为了通用性特征的提取,特征,answer2feature
词干提取为了去除干扰词把训练注意力集中在关键词上，同时提高速度；缺点是不一定词干代表完整句义,词干,answer2feature
词干提取为了去除干扰词把训练注意力集中在关键词上，同时提高速度；缺点是不一定词干代表完整句义,训练,answer2feature
词干提取为了去除干扰词把训练注意力集中在关键词上，同时提高速度；缺点是不一定词干代表完整句义,注意力,answer2feature
词干提取为了去除干扰词把训练注意力集中在关键词上，同时提高速度；缺点是不一定词干代表完整句义,词干,answer2feature
文本中的统计信息一般有哪些？,统计,answer2feature
直接统计值：,统计,answer2feature
不同词性个数,词性,answer2feature
直接统计值的统计信息：,统计,answer2feature
直接统计值的统计信息：,统计,answer2feature
最小最大均值方差标准差,均值,answer2feature
直接对文本特征进行整理手段有哪些？,特征,answer2feature
将文本转换为连续序列，扩充样本特征,特征,answer2feature
"权重评分，去除掉一些低重要性的词，比如每篇文章都出现的""的""，""了""",重要性,answer2feature
LDA,LDA,answer2feature
主题抽取，用狄利克雷分布去拟合出文章和主题之间的关系,主题,answer2feature
主题抽取，用狄利克雷分布去拟合出文章和主题之间的关系,抽取,answer2feature
主题抽取，用狄利克雷分布去拟合出文章和主题之间的关系,狄利克雷,answer2feature
主题抽取，用狄利克雷分布去拟合出文章和主题之间的关系,拟合,answer2feature
主题抽取，用狄利克雷分布去拟合出文章和主题之间的关系,主题,answer2feature
用来衡量概率分布之间的相似性,相似性,answer2feature
向量化,向量,answer2feature
word2vec,word2vec,answer2feature
glove,glove,answer2feature
bert,bert,answer2feature
建议不要上来就transfer+attention+bert+xlnet，挖了坑要跳的,attention,answer2feature
建议不要上来就transfer+attention+bert+xlnet，挖了坑要跳的,bert,answer2feature
建议不要上来就transfer+attention+bert+xlnet，挖了坑要跳的,xlnet,answer2feature
耗时：特征个数越多，分析特征、训练模型所需的时间就越长。,特征,answer2feature
耗时：特征个数越多，分析特征、训练模型所需的时间就越长。,特征,answer2feature
耗时：特征个数越多，分析特征、训练模型所需的时间就越长。,训练,answer2feature
过拟合：特征个数越多，容易引起“维度灾难”，模型也会越复杂，其推广能力会下降。,过拟合,answer2feature
过拟合：特征个数越多，容易引起“维度灾难”，模型也会越复杂，其推广能力会下降。,特征,answer2feature
过拟合：特征个数越多，容易引起“维度灾难”，模型也会越复杂，其推广能力会下降。,维度,answer2feature
共线性：单因子对目标的作用被稀释，解释力下降,目标,answer2feature
方差，是的feature内的方向更大，对目标区分度提高更高贡献,feature,answer2feature
方差，是的feature内的方向更大，对目标区分度提高更高贡献,目标,answer2feature
相关性，与区分目标有高相关的特征才有意义,相关性,answer2feature
相关性，与区分目标有高相关的特征才有意义,目标,answer2feature
相关性，与区分目标有高相关的特征才有意义,特征,answer2feature
移除低方差特征,特征,answer2feature
移除低方差特征是指移除那些方差低于某个阈值，即特征值变动幅度小于某个范围的特征，这一部分特征的区分度较差，我们进行移除,特征,answer2feature
移除低方差特征是指移除那些方差低于某个阈值，即特征值变动幅度小于某个范围的特征，这一部分特征的区分度较差，我们进行移除,阈值,answer2feature
移除低方差特征是指移除那些方差低于某个阈值，即特征值变动幅度小于某个范围的特征，这一部分特征的区分度较差，我们进行移除,特征值,answer2feature
移除低方差特征是指移除那些方差低于某个阈值，即特征值变动幅度小于某个范围的特征，这一部分特征的区分度较差，我们进行移除,特征,answer2feature
移除低方差特征是指移除那些方差低于某个阈值，即特征值变动幅度小于某个范围的特征，这一部分特征的区分度较差，我们进行移除,特征,answer2feature
移除低方差特征是指移除那些方差低于某个阈值，即特征值变动幅度小于某个范围的特征，这一部分特征的区分度较差，我们进行移除,较差,answer2feature
相关性,相关性,answer2feature
单变量特征选择：单变量特征是基于单一变量和目标y之间的关系，通过计算某个能够度量特征重要性的指标，然后选出重要性Top的K个特征。但是这种方式有一个缺点就是忽略了特征组合的情况,特征选择,answer2feature
单变量特征选择：单变量特征是基于单一变量和目标y之间的关系，通过计算某个能够度量特征重要性的指标，然后选出重要性Top的K个特征。但是这种方式有一个缺点就是忽略了特征组合的情况,特征,answer2feature
